Perm	Perm_cm	Source	E_10TM83	N_10TM83	Dataset_Source
0		Mapped wetland types in sample tiles	495783	6510688	Alberta Geological Survey
0		Mapped wetland types in sample tiles	508729	6509899	Alberta Geological Survey
0		Mapped wetland types in sample tiles	509066	6509960	Alberta Geological Survey
0		Mapped wetland types in sample tiles	526751	6508562	Alberta Geological Survey
0		Mapped wetland types in sample tiles	527097	6508875	Alberta Geological Survey
0		Mapped wetland types in sample tiles	490132	6507977	Alberta Geological Survey
0		Mapped wetland types in sample tiles	490251	6507428	Alberta Geological Survey
0		Mapped wetland types in sample tiles	519703	6507832	Alberta Geological Survey
0		Mapped wetland types in sample tiles	520115	6507704	Alberta Geological Survey
0		Mapped wetland types in sample tiles	475172	6507017	Alberta Geological Survey
0		Mapped wetland types in sample tiles	475010	6506873	Alberta Geological Survey
0		Mapped wetland types in sample tiles	474819	6506378	Alberta Geological Survey
0		Mapped wetland types in sample tiles	505294	6505618	Alberta Geological Survey
0		Mapped wetland types in sample tiles	505035	6505817	Alberta Geological Survey
0		Mapped wetland types in sample tiles	482918	6504042	Alberta Geological Survey
0		Mapped wetland types in sample tiles	482692	6503547	Alberta Geological Survey
0		Mapped wetland types in sample tiles	483312	6503657	Alberta Geological Survey
0		Mapped wetland types in sample tiles	462845	6498671	Alberta Geological Survey
0		Mapped wetland types in sample tiles	462687	6498398	Alberta Geological Survey
0		Mapped wetland types in sample tiles	463102	6499024	Alberta Geological Survey
0		Mapped wetland types in sample tiles	533754	6438323	Alberta Geological Survey
0		Mapped wetland types in sample tiles	534168	6438978	Alberta Geological Survey
0		Mapped wetland types in sample tiles	470793	6437706	Alberta Geological Survey
0		Mapped wetland types in sample tiles	471131	6437939	Alberta Geological Survey
0		Mapped wetland types in sample tiles	488905	6435059	Alberta Geological Survey
0		Mapped wetland types in sample tiles	489138	6434823	Alberta Geological Survey
0		Mapped wetland types in sample tiles	489056	6434614	Alberta Geological Survey
0		Mapped wetland types in sample tiles	509981	6426998	Alberta Geological Survey
0		Mapped wetland types in sample tiles	509703	6426552	Alberta Geological Survey
0		Mapped wetland types in sample tiles	510138	6426842	Alberta Geological Survey
0		Mapped wetland types in sample tiles	543248	6426376	Alberta Geological Survey
0		Mapped wetland types in sample tiles	542735	6426709	Alberta Geological Survey
0		Mapped wetland types in sample tiles	542932	6426826	Alberta Geological Survey
0		Mapped wetland types in sample tiles	550254	6426711	Alberta Geological Survey
0		Mapped wetland types in sample tiles	549785	6426539	Alberta Geological Survey
0		Mapped wetland types in sample tiles	549571	6426962	Alberta Geological Survey
0		Mapped wetland types in sample tiles	549507	6426718	Alberta Geological Survey
0		Mapped wetland types in sample tiles	613037	6459349	Alberta Geological Survey
0		Mapped wetland types in sample tiles	612662	6459727	Alberta Geological Survey
0		Mapped wetland types in sample tiles	612794	6460010	Alberta Geological Survey
0		Mapped wetland types in sample tiles	613254	6459954	Alberta Geological Survey
0		Mapped wetland types in sample tiles	616194	6457770	Alberta Geological Survey
0		Mapped wetland types in sample tiles	615783	6457699	Alberta Geological Survey
0		Mapped wetland types in sample tiles	615642	6457408	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219351	6500778	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218938	6500624	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218660	6500683	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258165	6497996	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258165	6497797	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258047	6497646	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257729	6497450	Alberta Geological Survey
0		Mapped wetland types in sample tiles	301520	6495160	Alberta Geological Survey
0		Mapped wetland types in sample tiles	302050	6495063	Alberta Geological Survey
0		Mapped wetland types in sample tiles	301721	6494738	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224802	6491515	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224829	6491649	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224999	6491846	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225014	6492056	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258315	6491684	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258327	6492013	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257789	6492095	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257909	6491622	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253391	6488916	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253027	6488991	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252581	6488659	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252981	6488476	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252971	6488386	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258888	6487761	Alberta Geological Survey
0		Mapped wetland types in sample tiles	273093	6487543	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272950	6488185	Alberta Geological Survey
0		Mapped wetland types in sample tiles	273277	6487875	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296963	6486378	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296484	6486483	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296607	6486641	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296583	6486746	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296934	6486813	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280936	6485817	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280667	6485964	Alberta Geological Survey
0		Mapped wetland types in sample tiles	280893	6485446	Alberta Geological Survey
0		Mapped wetland types in sample tiles	281364	6485639	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255894	6484917	Alberta Geological Survey
0		Mapped wetland types in sample tiles	256014	6484545	Alberta Geological Survey
0		Mapped wetland types in sample tiles	256265	6484405	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260616	6483033	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260897	6482858	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261155	6482417	Alberta Geological Survey
0		Mapped wetland types in sample tiles	271526	6482764	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272039	6482803	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272009	6483175	Alberta Geological Survey
0		Mapped wetland types in sample tiles	277182	6481806	Alberta Geological Survey
0		Mapped wetland types in sample tiles	276742	6481617	Alberta Geological Survey
0		Mapped wetland types in sample tiles	277184	6482113	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261684	6480768	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261980	6480460	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262231	6480638	Alberta Geological Survey
0		Mapped wetland types in sample tiles	298268	6478639	Alberta Geological Survey
0		Mapped wetland types in sample tiles	298285	6478817	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297958	6479087	Alberta Geological Survey
0		Mapped wetland types in sample tiles	311699	6478544	Alberta Geological Survey
0		Mapped wetland types in sample tiles	311921	6478921	Alberta Geological Survey
0		Mapped wetland types in sample tiles	312262	6478656	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319738	6478840	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319927	6479060	Alberta Geological Survey
0		Mapped wetland types in sample tiles	320370	6478891	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252595	6477766	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252980	6477640	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254703	6476758	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254506	6476917	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255269	6476439	Alberta Geological Survey
0		Mapped wetland types in sample tiles	293369	6476772	Alberta Geological Survey
0		Mapped wetland types in sample tiles	292834	6476958	Alberta Geological Survey
0		Mapped wetland types in sample tiles	271321	6475812	Alberta Geological Survey
0		Mapped wetland types in sample tiles	270553	6475798	Alberta Geological Survey
0		Mapped wetland types in sample tiles	270752	6475589	Alberta Geological Survey
0		Mapped wetland types in sample tiles	270907	6476176	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274226	6475343	Alberta Geological Survey
0		Mapped wetland types in sample tiles	274260	6475997	Alberta Geological Survey
0		Mapped wetland types in sample tiles	273852	6475730	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258114	6474768	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257739	6474915	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263907	6473754	Alberta Geological Survey
0		Mapped wetland types in sample tiles	264360	6473472	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263457	6474100	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263928	6473756	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263674	6473588	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250666	6471724	Alberta Geological Survey
0		Mapped wetland types in sample tiles	250748	6472028	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251378	6471678	Alberta Geological Survey
0		Mapped wetland types in sample tiles	279973	6471688	Alberta Geological Survey
0		Mapped wetland types in sample tiles	279792	6472014	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319944	6470361	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319606	6470697	Alberta Geological Survey
0		Mapped wetland types in sample tiles	319884	6471052	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313683	6469714	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314066	6469967	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314185	6469529	Alberta Geological Survey
0		Mapped wetland types in sample tiles	314382	6469814	Alberta Geological Survey
0		Mapped wetland types in sample tiles	313634	6470209	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232642	6467520	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232778	6467879	Alberta Geological Survey
0		Mapped wetland types in sample tiles	241679	6467431	Alberta Geological Survey
0		Mapped wetland types in sample tiles	242020	6468111	Alberta Geological Survey
0		Mapped wetland types in sample tiles	241910	6467924	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297804	6467753	Alberta Geological Survey
0		Mapped wetland types in sample tiles	298297	6467703	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297593	6468239	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307215	6465326	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306962	6465794	Alberta Geological Survey
0		Mapped wetland types in sample tiles	277990	6463553	Alberta Geological Survey
0		Mapped wetland types in sample tiles	278378	6463339	Alberta Geological Survey
0		Mapped wetland types in sample tiles	239583	6462210	Alberta Geological Survey
0		Mapped wetland types in sample tiles	239602	6461489	Alberta Geological Survey
0		Mapped wetland types in sample tiles	239737	6461960	Alberta Geological Survey
0		Mapped wetland types in sample tiles	240214	6461744	Alberta Geological Survey
0		Mapped wetland types in sample tiles	240385	6462007	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251738	6461400	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252031	6461728	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263089	6462004	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262924	6461898	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262484	6461641	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262460	6462175	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262948	6461752	Alberta Geological Survey
0		Mapped wetland types in sample tiles	259132	6458446	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258937	6458407	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258751	6458547	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258574	6458532	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258911	6459003	Alberta Geological Survey
0		Mapped wetland types in sample tiles	238351	6455533	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237565	6455739	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237758	6456204	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228341	6453577	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228384	6453993	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228109	6454085	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227542	6453630	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227897	6453777	Alberta Geological Survey
0		Mapped wetland types in sample tiles	288025	6454040	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287943	6453676	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287823	6453915	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287673	6454170	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287513	6454026	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219251	6449921	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218640	6449462	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218738	6449881	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218762	6450269	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297979	6447687	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297857	6447538	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297894	6448017	Alberta Geological Survey
0		Mapped wetland types in sample tiles	634090	6435792	Alberta Geological Survey
0		Mapped wetland types in sample tiles	633549	6436005	Alberta Geological Survey
0		Mapped wetland types in sample tiles	634136	6435593	Alberta Geological Survey
0		Mapped wetland types in sample tiles	647193	6435810	Alberta Geological Survey
0		Mapped wetland types in sample tiles	647227	6436147	Alberta Geological Survey
0		Mapped wetland types in sample tiles	646988	6436253	Alberta Geological Survey
0		Mapped wetland types in sample tiles	645228	6435085	Alberta Geological Survey
0		Mapped wetland types in sample tiles	644975	6434916	Alberta Geological Survey
0		Mapped wetland types in sample tiles	644898	6434429	Alberta Geological Survey
0		Mapped wetland types in sample tiles	648890	6434472	Alberta Geological Survey
0		Mapped wetland types in sample tiles	648544	6434966	Alberta Geological Survey
0		Mapped wetland types in sample tiles	649360	6434619	Alberta Geological Survey
0		Mapped wetland types in sample tiles	629623	6432157	Alberta Geological Survey
0		Mapped wetland types in sample tiles	630080	6431706	Alberta Geological Survey
0		Mapped wetland types in sample tiles	630128	6432120	Alberta Geological Survey
0		Mapped wetland types in sample tiles	629949	6431395	Alberta Geological Survey
0		Mapped wetland types in sample tiles	647681	6431612	Alberta Geological Survey
0		Mapped wetland types in sample tiles	626664	6430923	Alberta Geological Survey
0		Mapped wetland types in sample tiles	627048	6431182	Alberta Geological Survey
0		Mapped wetland types in sample tiles	627305	6430784	Alberta Geological Survey
0		Mapped wetland types in sample tiles	628974	6430766	Alberta Geological Survey
0		Mapped wetland types in sample tiles	648115	6430247	Alberta Geological Survey
0		Mapped wetland types in sample tiles	647567	6430183	Alberta Geological Survey
0		Mapped wetland types in sample tiles	647752	6429316	Alberta Geological Survey
0		Mapped wetland types in sample tiles	648323	6429668	Alberta Geological Survey
0		Mapped wetland types in sample tiles	649726	6429221	Alberta Geological Survey
0		Mapped wetland types in sample tiles	649905	6429070	Alberta Geological Survey
0		Mapped wetland types in sample tiles	650107	6428664	Alberta Geological Survey
0		Mapped wetland types in sample tiles	629689	6427920	Alberta Geological Survey
0		Mapped wetland types in sample tiles	630077	6428217	Alberta Geological Survey
0		Mapped wetland types in sample tiles	630052	6427471	Alberta Geological Survey
0		Mapped wetland types in sample tiles	656936	6427038	Alberta Geological Survey
0		Mapped wetland types in sample tiles	656731	6426619	Alberta Geological Survey
0		Mapped wetland types in sample tiles	657291	6427052	Alberta Geological Survey
0		Mapped wetland types in sample tiles	704054	6440880	Alberta Geological Survey
0		Mapped wetland types in sample tiles	704379	6441071	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253818	6427659	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253742	6427467	Alberta Geological Survey
0		Mapped wetland types in sample tiles	254299	6428004	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260868	6427478	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261056	6427865	Alberta Geological Survey
0		Mapped wetland types in sample tiles	260970	6428228	Alberta Geological Survey
0		Mapped wetland types in sample tiles	269352	6424920	Alberta Geological Survey
0		Mapped wetland types in sample tiles	269319	6424605	Alberta Geological Survey
0		Mapped wetland types in sample tiles	268665	6425135	Alberta Geological Survey
0		Mapped wetland types in sample tiles	272118	6419556	Alberta Geological Survey
0		Mapped wetland types in sample tiles	271835	6420074	Alberta Geological Survey
0		Mapped wetland types in sample tiles	258209	6400748	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257923	6400484	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257671	6401037	Alberta Geological Survey
0		Mapped wetland types in sample tiles	257959	6400850	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232601	6395601	Alberta Geological Survey
0		Mapped wetland types in sample tiles	233075	6395705	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232991	6395909	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253052	6395457	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253007	6396040	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252791	6396250	Alberta Geological Survey
0		Mapped wetland types in sample tiles	292980	6393574	Alberta Geological Survey
0		Mapped wetland types in sample tiles	292828	6394024	Alberta Geological Survey
0		Mapped wetland types in sample tiles	269834	6391927	Alberta Geological Survey
0		Mapped wetland types in sample tiles	269933	6392216	Alberta Geological Survey
0		Mapped wetland types in sample tiles	270246	6391411	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228853	6389524	Alberta Geological Survey
0		Mapped wetland types in sample tiles	229139	6389414	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228598	6389970	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263232	6389059	Alberta Geological Survey
0		Mapped wetland types in sample tiles	263008	6388928	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262667	6388872	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252634	6388121	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252944	6388051	Alberta Geological Survey
0		Mapped wetland types in sample tiles	253260	6387654	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252667	6387696	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226845	6383452	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227394	6383793	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226681	6383922	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226950	6384187	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226765	6384129	Alberta Geological Survey
0		Mapped wetland types in sample tiles	299009	6380585	Alberta Geological Survey
0		Mapped wetland types in sample tiles	299329	6380826	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307013	6380980	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307225	6380997	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306760	6380701	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303520	6377399	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303474	6377823	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304041	6377932	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304033	6378210	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303812	6377992	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303892	6377391	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306508	6377645	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306940	6377684	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306920	6377392	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306825	6378008	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307320	6378120	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307266	6377514	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305059	6376863	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304849	6376567	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304715	6376788	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305082	6377129	Alberta Geological Survey
0		Mapped wetland types in sample tiles	235519	6374809	Alberta Geological Survey
0		Mapped wetland types in sample tiles	235764	6374793	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236398	6374675	Alberta Geological Survey
0		Mapped wetland types in sample tiles	236380	6374361	Alberta Geological Survey
0		Mapped wetland types in sample tiles	299528	6373099	Alberta Geological Survey
0		Mapped wetland types in sample tiles	299938	6372920	Alberta Geological Survey
0		Mapped wetland types in sample tiles	300227	6372544	Alberta Geological Survey
0		Mapped wetland types in sample tiles	299789	6372487	Alberta Geological Survey
0		Mapped wetland types in sample tiles	209532	6371145	Alberta Geological Survey
0		Mapped wetland types in sample tiles	209589	6371018	Alberta Geological Survey
0		Mapped wetland types in sample tiles	210032	6370992	Alberta Geological Survey
0		Mapped wetland types in sample tiles	210111	6371111	Alberta Geological Survey
0		Mapped wetland types in sample tiles	210195	6370910	Alberta Geological Survey
0		Mapped wetland types in sample tiles	203044	6369156	Alberta Geological Survey
0		Mapped wetland types in sample tiles	202843	6368417	Alberta Geological Survey
0		Mapped wetland types in sample tiles	202859	6368700	Alberta Geological Survey
0		Mapped wetland types in sample tiles	203191	6368992	Alberta Geological Survey
0		Mapped wetland types in sample tiles	203364	6368930	Alberta Geological Survey
0		Mapped wetland types in sample tiles	209931	6368588	Alberta Geological Survey
0		Mapped wetland types in sample tiles	209785	6368400	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232640	6369121	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232948	6369026	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232919	6368655	Alberta Geological Survey
0		Mapped wetland types in sample tiles	232743	6368771	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237768	6365093	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237741	6364542	Alberta Geological Survey
0		Mapped wetland types in sample tiles	238145	6364581	Alberta Geological Survey
0		Mapped wetland types in sample tiles	237896	6364364	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225561	6362905	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225971	6362544	Alberta Geological Survey
0		Mapped wetland types in sample tiles	199619	6362019	Alberta Geological Survey
0		Mapped wetland types in sample tiles	200112	6362085	Alberta Geological Survey
0		Mapped wetland types in sample tiles	200338	6362030	Alberta Geological Survey
0		Mapped wetland types in sample tiles	199832	6361445	Alberta Geological Survey
0		Mapped wetland types in sample tiles	252055	6361849	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251715	6361977	Alberta Geological Survey
0		Mapped wetland types in sample tiles	251896	6361759	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218485	6359364	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218546	6359571	Alberta Geological Survey
0		Mapped wetland types in sample tiles	219080	6360013	Alberta Geological Survey
0		Mapped wetland types in sample tiles	218805	6360161	Alberta Geological Survey
0		Mapped wetland types in sample tiles	227652	6359632	Alberta Geological Survey
0		Mapped wetland types in sample tiles	228119	6359825	Alberta Geological Survey
0		Mapped wetland types in sample tiles	206570	6357939	Alberta Geological Survey
0		Mapped wetland types in sample tiles	206883	6357702	Alberta Geological Survey
0		Mapped wetland types in sample tiles	207057	6357679	Alberta Geological Survey
0		Mapped wetland types in sample tiles	207397	6357933	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286477	6356639	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286753	6356554	Alberta Geological Survey
0		Mapped wetland types in sample tiles	287134	6357017	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286785	6357086	Alberta Geological Survey
0		Mapped wetland types in sample tiles	286867	6357229	Alberta Geological Survey
0		Mapped wetland types in sample tiles	295761	6353532	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296088	6354169	Alberta Geological Survey
0		Mapped wetland types in sample tiles	295803	6354171	Alberta Geological Survey
0		Mapped wetland types in sample tiles	295994	6354221	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296149	6353681	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225302	6350487	Alberta Geological Survey
0		Mapped wetland types in sample tiles	224868	6350799	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225002	6350974	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225906	6345687	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226366	6345884	Alberta Geological Survey
0		Mapped wetland types in sample tiles	226110	6345521	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225839	6346138	Alberta Geological Survey
0		Mapped wetland types in sample tiles	225595	6346184	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255876	6341002	Alberta Geological Survey
0		Mapped wetland types in sample tiles	256014	6340799	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255794	6340634	Alberta Geological Survey
0		Mapped wetland types in sample tiles	256336	6340747	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307987	6340636	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307539	6340642	Alberta Geological Survey
0		Mapped wetland types in sample tiles	307741	6340335	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308102	6340982	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308166	6340784	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296946	6338687	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297163	6338730	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297305	6339173	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297001	6339147	Alberta Geological Survey
0		Mapped wetland types in sample tiles	296693	6339205	Alberta Geological Survey
0		Mapped wetland types in sample tiles	297331	6338597	Alberta Geological Survey
0		Mapped wetland types in sample tiles	300490	6335808	Alberta Geological Survey
0		Mapped wetland types in sample tiles	300654	6335731	Alberta Geological Survey
0		Mapped wetland types in sample tiles	300864	6335940	Alberta Geological Survey
0		Mapped wetland types in sample tiles	301170	6335693	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304263	6336066	Alberta Geological Survey
0		Mapped wetland types in sample tiles	304339	6335364	Alberta Geological Survey
0		Mapped wetland types in sample tiles	303800	6335632	Alberta Geological Survey
0		Mapped wetland types in sample tiles	213705	6332841	Alberta Geological Survey
0		Mapped wetland types in sample tiles	214113	6332759	Alberta Geological Survey
0		Mapped wetland types in sample tiles	214272	6332405	Alberta Geological Survey
0		Mapped wetland types in sample tiles	214360	6332737	Alberta Geological Survey
0		Mapped wetland types in sample tiles	213955	6333052	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262275	6327726	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262117	6327550	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261697	6327897	Alberta Geological Survey
0		Mapped wetland types in sample tiles	262302	6327444	Alberta Geological Survey
0		Mapped wetland types in sample tiles	261654	6327639	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308644	6327518	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309330	6327736	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309032	6328001	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255773	6326198	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255542	6325684	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255882	6325382	Alberta Geological Survey
0		Mapped wetland types in sample tiles	255829	6325650	Alberta Geological Survey
0		Mapped wetland types in sample tiles	306167	6326125	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305920	6325892	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305906	6325959	Alberta Geological Survey
0		Mapped wetland types in sample tiles	305982	6325945	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309221	6323661	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309309	6324109	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308974	6323713	Alberta Geological Survey
0		Mapped wetland types in sample tiles	308936	6324012	Alberta Geological Survey
0		Mapped wetland types in sample tiles	309194	6324092	Alberta Geological Survey
