site_id,transect_name,ecotype,pf_observed,lon,lat,date,pf_depth,thaw_depth,obs_limit,source,method
206,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50470886791436,61.232012871997256,07/13/2016,29.0,29.0,125,Whitley_2018,tp
207,5,Lowland Moist Graminoid Shrub Meadow,1,-165.5046737485069,61.23201885622281,07/13/2016,35.0,35.0,125,Whitley_2018,tp
208,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50463862908606,61.232024840439244,07/13/2016,36.0,36.0,125,Whitley_2018,tp
209,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50460350965182,61.23203082464661,07/13/2016,43.0,43.0,125,Whitley_2018,tp
210,5,Lowland Moist Graminoid Shrub Meadow,1,-165.5045683902042,61.23203680884487,07/13/2016,41.0,41.0,125,Whitley_2018,tp
211,5,Lowland Moist Graminoid Shrub Meadow,1,-165.504533270887,61.23204280201129,07/13/2016,37.0,37.0,125,Whitley_2018,tp
212,5,Lowland Moist Graminoid Shrub Meadow,1,-165.5044981514126,61.23204878619141,07/13/2016,34.0,34.0,125,Whitley_2018,tp
213,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50446303192484,61.2320547703624,07/13/2016,31.0,31.0,125,Whitley_2018,tp
214,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50442791056128,61.232060754531254,07/13/2016,36.0,36.0,125,Whitley_2018,tp
215,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50439279104674,61.232066738684104,07/13/2016,38.0,38.0,125,Whitley_2018,tp
216,5,Lowland Moist Graminoid Shrub Meadow,1,-165.50435767151885,61.232072722827866,07/13/2016,38.0,38.0,125,Whitley_2018,tp
217,5,Lowland Moist Graminoid Shrub Meadow,1,-165.5043225519776,61.23207870696252,07/13/2016,41.0,41.0,125,Whitley_2018,tp
218,6,Lowland Wet Sedge Meadow,0,-165.50259271324927,61.23713257107068,07/13/2016,,,125,Whitley_2018,tp
219,6,Lowland Wet Sedge Meadow,0,-165.5025566346481,61.23712809019689,07/13/2016,,,125,Whitley_2018,tp
220,6,Lowland Moist Graminoid Shrub Meadow?,1,-165.50252055433762,61.237123618297595,07/13/2016,57.0,57.0,125,Whitley_2018,tp
221,6,Lowland Moist Graminoid Shrub Meadow?,1,-165.50250251597737,61.23712137784884,07/13/2016,74.0,74.0,125,Whitley_2018,tp
222,6,Lowland Moist Graminoid Shrub Meadow?,1,-165.5024844757569,61.237119137404555,07/13/2016,59.0,59.0,125,Whitley_2018,tp
223,6,Lowland Moist Graminoid Shrub Meadow?,1,-165.50246643568218,61.23711690593515,07/13/2016,60.0,60.0,125,Whitley_2018,tp
224,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50244839546687,61.237114665486075,07/13/2016,38.0,38.0,125,Whitley_2018,tp
225,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50241231690654,61.2371101845738,07/13/2016,37.0,37.0,125,Whitley_2018,tp
226,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50237623849966,61.23710571262919,07/13/2016,36.0,36.0,125,Whitley_2018,tp
227,6,Rackline,1,-165.50235819829706,61.23710347216809,07/13/2016,37.0,37.0,125,Whitley_2018,tp
228,6,Rackline,1,-165.50234015809704,61.237101231704585,07/13/2016,38.0,38.0,125,Whitley_2018,tp
229,6,Rackline,1,-165.5023221197623,61.23709899123178,07/13/2016,34.0,34.0,125,Whitley_2018,tp
230,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5023040795674,61.237096750763484,07/13/2016,34.0,34.0,125,Whitley_2018,tp
231,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5022860395182,61.23709451927003,07/13/2016,39.0,39.0,125,Whitley_2018,tp
232,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50226800119114,61.237092278790016,07/13/2016,42.0,42.0,125,Whitley_2018,tp
233,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50224996100388,61.237090038314506,07/13/2016,40.0,40.0,125,Whitley_2018,tp
234,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50223192081918,61.23708779783661,07/13/2016,52.0,52.0,125,Whitley_2018,tp
235,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5022138826429,61.23708556632662,07/13/2016,64.0,64.0,125,Whitley_2018,tp
236,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50219584246332,61.23708332584391,07/13/2016,57.0,57.0,125,Whitley_2018,tp
237,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5021778022863,61.23708108535879,07/13/2016,49.0,49.0,125,Whitley_2018,tp
238,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5021597621118,61.23707884487124,07/13/2016,37.0,37.0,125,Whitley_2018,tp
239,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50214172380262,61.237076604374415,07/13/2016,37.0,37.0,125,Whitley_2018,tp
240,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50212368377638,61.23707437285934,07/13/2016,47.0,47.0,125,Whitley_2018,tp
241,6,Thermoerosional gully,0,-165.50210564360955,61.237072132364595,07/13/2016,,,125,Whitley_2018,tp
242,6,Thermoerosional gully,0,-165.50208760530802,61.23706989186058,07/13/2016,,,125,Whitley_2018,tp
243,6,Thermoerosional gully,0,-165.50205152498717,61.237065410859074,07/13/2016,,,125,Whitley_2018,tp
244,6,Thermoerosional gully,0,-165.50201544668232,61.23706093881832,07/13/2016,,,125,Whitley_2018,tp
245,6,Thermoerosional gully,0,-165.50197936824463,61.237056457790715,07/13/2016,,,125,Whitley_2018,tp
246,6,Thermoerosional gully,0,-165.5019432880975,61.23705198573762,07/13/2016,,,125,Whitley_2018,tp
247,6,Thermoerosional gully,0,-165.50192524981898,61.23704974521194,07/13/2016,,,125,Whitley_2018,tp
248,6,Lowland Moist Graminoid Shrub Meadow,0,-165.50190720968024,61.237047504690786,07/13/2016,,,125,Whitley_2018,tp
249,6,Lowland Moist Graminoid Shrub Meadow,0,-165.50188916954409,61.23704526416723,07/13/2016,,,125,Whitley_2018,tp
250,6,Lowland Moist Graminoid Shrub Meadow,0,-165.5018711295535,61.23704303261848,07/13/2016,,,125,Whitley_2018,tp
251,6,Lowland Moist Graminoid Shrub Meadow,0,-165.5018530912852,61.23704079208319,07/13/2016,,,125,Whitley_2018,tp
252,6,Lowland Moist Graminoid Shrub Meadow,0,-165.5018350511567,61.2370385515524,07/13/2016,,,125,Whitley_2018,tp
253,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50181701103074,61.23703631101923,07/13/2016,44.0,44.0,125,Whitley_2018,tp
254,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50179897291312,61.23703407945399,07/13/2016,42.0,42.0,125,Whitley_2018,tp
255,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5017809327923,61.237031838916,07/13/2016,46.0,46.0,125,Whitley_2018,tp
256,6,Lowland Moist Graminoid Shrub Meadow,1,-165.501762892674,61.23702959837559,07/13/2016,50.0,50.0,125,Whitley_2018,tp
257,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50174485442102,61.237027357825895,07/13/2016,106.0,106.0,125,Whitley_2018,tp
258,6,Thermoerosional gully,0,-165.50172681430783,61.23702511728069,07/13/2016,,,125,Whitley_2018,tp
259,6,Thermoerosional gully,0,-165.50169073609487,61.237020645153414,07/13/2016,,,125,Whitley_2018,tp
260,6,Thermoerosional gully,0,-165.50167269598936,61.237018404600995,07/13/2016,,,125,Whitley_2018,tp
261,6,Lowland Moist Graminoid Shrub Meadow,0,-165.50165465588643,61.237016164046196,07/13/2016,,,125,Whitley_2018,tp
262,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50163661578603,61.237013923488966,07/13/2016,41.0,41.0,125,Whitley_2018,tp
263,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50161857769388,61.237011691899696,07/13/2016,33.0,33.0,125,Whitley_2018,tp
264,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50160053759856,61.23700945133767,07/13/2016,36.0,36.0,125,Whitley_2018,tp
265,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50158249750584,61.23700721077323,07/13/2016,41.0,41.0,125,Whitley_2018,tp
266,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5015644592784,61.2370049701995,07/13/2016,40.0,40.0,125,Whitley_2018,tp
267,6,Lowland Moist Graminoid Shrub Meadow,0,-165.50154641933372,61.23700273860753,07/13/2016,,,125,Whitley_2018,tp
268,6,Thermoerosional gully,0,-165.5015283792486,61.23700049803588,07/13/2016,,,125,Whitley_2018,tp
269,6,Thermoerosional gully,0,-165.50151034102885,61.23699825745494,07/13/2016,,,125,Whitley_2018,tp
270,6,Thermoerosional gully,0,-165.50149230094888,61.23699601687849,07/13/2016,,,125,Whitley_2018,tp
271,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50147426087148,61.236993776299634,07/13/2016,90.0,90.0,125,Whitley_2018,tp
272,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50145622280226,61.236991544688735,07/13/2016,40.0,40.0,125,Whitley_2018,tp
273,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50143818272997,61.236989304105094,07/13/2016,39.0,39.0,125,Whitley_2018,tp
274,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5014201426602,61.236987063519024,07/13/2016,45.0,45.0,125,Whitley_2018,tp
275,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50140210445576,61.23698482292367,07/13/2016,41.0,41.0,125,Whitley_2018,tp
276,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50138406439112,61.2369825823328,07/13/2016,44.0,44.0,125,Whitley_2018,tp
277,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50136602447193,61.23698035071678,07/13/2016,45.0,45.0,125,Whitley_2018,tp
278,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5013479844124,61.2369781101211,07/13/2016,33.0,33.0,125,Whitley_2018,tp
279,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50132994621816,61.23697586951614,07/13/2016,52.0,52.0,125,Whitley_2018,tp
280,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50131190616375,61.236973628915656,07/13/2016,,,125,Whitley_2018,tp
281,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50129386625477,61.236971397290006,07/13/2016,,,125,Whitley_2018,tp
282,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.5012758280682,61.23696915667783,07/13/2016,,,125,Whitley_2018,tp
283,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50125778802143,61.23696691607016,07/13/2016,,,125,Whitley_2018,tp
284,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50123974797722,61.23696467546006,07/13/2016,,,125,Whitley_2018,tp
285,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.5012217097983,61.23696243484067,07/13/2016,,,125,Whitley_2018,tp
286,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50120366990208,61.236960203203026,07/13/2016,,,125,Whitley_2018,tp
287,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50118562986555,61.23695796258573,07/13/2016,,,125,Whitley_2018,tp
288,6,Lowland Moist Graminoid Shrub Meadow?,0,-165.50116759169427,61.23695572195912,07/13/2016,,,125,Whitley_2018,tp
289,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50114955166285,61.23695348133701,07/13/2016,80.0,80.0,125,Whitley_2018,tp
290,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5011315117768,61.23695124968975,07/13/2016,36.0,36.0,125,Whitley_2018,tp
291,6,Lowland Moist Graminoid Shrub Meadow,1,-165.5011134717505,61.236949009062826,07/13/2016,37.0,37.0,125,Whitley_2018,tp
292,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50107739356824,61.23694452779492,07/13/2016,42.0,42.0,125,Whitley_2018,tp
293,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50104131553903,61.23694005549462,07/13/2016,35.0,35.0,125,Whitley_2018,tp
294,6,Lowland Moist Graminoid Shrub Meadow,1,-165.50100523551447,61.23693557421434,07/13/2016,37.0,37.0,125,Whitley_2018,tp
295,7,Lowland Wet Sedge Meadow,0,-165.5299385031401,61.240286251239574,07/13/2016,,,125,Whitley_2018,tp
296,7,Lowland Wet Sedge Meadow,0,-165.52995637933904,61.2402837214745,07/13/2016,,,125,Whitley_2018,tp
297,7,Lowland Wet Sedge Meadow,0,-165.5299742575491,61.24028120067702,07/13/2016,,,125,Whitley_2018,tp
298,7,Lowland Wet Sedge Meadow,0,-165.52999213374224,61.24027867090724,07/13/2016,,,125,Whitley_2018,tp
299,7,Lowland Wet Sedge Meadow,0,-165.53001000993257,61.240276141135105,07/13/2016,,,125,Whitley_2018,tp
300,7,Lowland Wet Sedge Meadow,0,-165.53002788627103,61.240273620337845,07/13/2016,,,125,Whitley_2018,tp
301,7,Lowland Wet Sedge Meadow,0,-165.5300457643185,61.24027109055371,07/13/2016,,,125,Whitley_2018,tp
302,7,Lowland Wet Sedge Meadow,0,-165.53006364050012,61.24026856077451,07/13/2016,,,125,Whitley_2018,tp
303,7,Lowland Wet Sedge Meadow,0,-165.53008151683,61.2402660399702,07/13/2016,,,125,Whitley_2018,tp
304,7,Lowland Wet Sedge Meadow,0,-165.53009939300588,61.24026351018627,07/13/2016,,,125,Whitley_2018,tp
305,7,Lowland Wet Sedge Meadow,0,-165.53011727104183,61.240260980392755,07/13/2016,,,125,Whitley_2018,tp
306,7,Lowland Wet Sedge Meadow,1,-165.53013514736304,61.240258459581355,07/13/2016,111.0,111.0,125,Whitley_2018,tp
307,7,Lowland Wet Sedge Meadow,0,-165.5301530235303,61.2402559297904,07/13/2016,,,125,Whitley_2018,tp
308,7,Lowland Wet Sedge Meadow,0,-165.53017089969467,61.24025339999708,07/13/2016,,,125,Whitley_2018,tp
309,7,Lowland Wet Sedge Meadow,0,-165.5301887778702,61.240250879171334,07/13/2016,,,125,Whitley_2018,tp
310,7,Lowland Wet Sedge Meadow,0,-165.5302066540288,61.24024834937332,07/13/2016,,,125,Whitley_2018,tp
311,7,Lowland Wet Sedge Meadow,0,-165.5302245301845,61.24024581957295,07/13/2016,,,125,Whitley_2018,tp
312,7,Lowland Wet Sedge Meadow,0,-165.5302424083514,61.240243298740126,07/13/2016,,,125,Whitley_2018,tp
313,7,Lowland Wet Sedge Meadow,0,-165.53026028450134,61.240240768935074,07/13/2016,,,125,Whitley_2018,tp
314,7,Lowland Wet Sedge Meadow,1,-165.53027816064844,61.24023823912764,07/13/2016,130.0,130.0,125,Whitley_2018,tp
315,7,Lowland Wet Sedge Meadow,1,-165.53029603694378,61.24023571829504,07/13/2016,54.0,54.0,125,Whitley_2018,tp
316,7,Lowland Wet Sedge Meadow,1,-165.530313914948,61.2402331884756,07/13/2016,46.0,46.0,125,Whitley_2018,tp
317,7,Lowland Wet Sedge Meadow,1,-165.5303317912376,61.240230667638315,07/13/2016,61.0,61.0,125,Whitley_2018,tp
318,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53034966737314,61.24022813782147,07/13/2016,63.0,63.0,125,Whitley_2018,tp
319,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53036754350583,61.24022560800227,07/13/2016,50.0,50.0,125,Whitley_2018,tp
320,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53038542164973,61.24022308715063,07/13/2016,46.0,46.0,125,Whitley_2018,tp
321,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53040329777664,61.240220557326715,07/13/2016,51.0,51.0,125,Whitley_2018,tp
322,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53042117390066,61.24021802750044,07/13/2016,44.0,44.0,125,Whitley_2018,tp
323,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53043905203592,61.240215506641746,07/13/2016,34.0,34.0,125,Whitley_2018,tp
324,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53045692815417,61.24021297681077,07/13/2016,40.0,40.0,125,Whitley_2018,tp
325,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53047480426957,61.24021044697744,07/13/2016,43.0,43.0,125,Whitley_2018,tp
326,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53049268053329,61.24020792611898,07/13/2016,46.0,46.0,125,Whitley_2018,tp
327,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53051055850582,61.24020539627363,07/13/2016,41.0,41.0,125,Whitley_2018,tp
328,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.5305284346126,61.240202866433265,07/13/2016,42.0,42.0,125,Whitley_2018,tp
329,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53054631086763,61.24020034556772,07/13/2016,41.0,41.0,125,Whitley_2018,tp
330,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53056418696863,61.24019781572262,07/13/2016,40.0,40.0,125,Whitley_2018,tp
331,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53058206492963,61.2401952858679,07/13/2016,30.0,30.0,125,Whitley_2018,tp
332,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53059994117612,61.240192764995285,07/13/2016,42.0,42.0,125,Whitley_2018,tp
333,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53061781726845,61.240190235143125,07/13/2016,37.0,37.0,125,Whitley_2018,tp
334,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53063569335788,61.24018770528863,07/13/2016,40.0,40.0,125,Whitley_2018,tp
335,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53065357145866,61.24018518440167,07/13/2016,40.0,40.0,125,Whitley_2018,tp
336,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53067144754235,61.24018265454246,07/13/2016,44.0,44.0,125,Whitley_2018,tp
337,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53068932362316,61.24018012468089,07/13/2016,38.0,38.0,125,Whitley_2018,tp
338,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53070720171527,61.240177603786876,07/13/2016,42.0,42.0,125,Whitley_2018,tp
339,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53072507779032,61.2401750739206,07/13/2016,40.0,40.0,125,Whitley_2018,tp
340,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.5307429538625,61.24017254405197,07/13/2016,48.0,48.0,125,Whitley_2018,tp
341,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53076083008307,61.24017002315816,07/13/2016,45.0,45.0,125,Whitley_2018,tp
342,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.5307787080124,61.24016749327756,07/13/2016,36.0,36.0,125,Whitley_2018,tp
343,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53079658407592,61.24016496340185,07/13/2016,40.0,40.0,125,Whitley_2018,tp
344,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53081446028787,61.24016244250102,07/13/2016,39.0,39.0,125,Whitley_2018,tp
345,7,Lowland Moist Grmainoid Shrub Meadow,1,-165.53083233634564,61.24015991262061,07/13/2016,43.0,43.0,125,Whitley_2018,tp
346,8,Lowland Wet Sedge Meadow,0,-165.48382500522567,61.239785809681436,07/13/2016,,,125,Whitley_2018,tp
347,8,Lowland Wet Sedge Meadow,0,-165.48385986099797,61.239764758179305,07/13/2016,,,125,Whitley_2018,tp
348,8,Lowland Wet Sedge Meadow,0,-165.48388309877456,61.23975072383736,07/13/2016,,,125,Whitley_2018,tp
349,8,Lowland Wet Sedge Meadow,0,-165.48390633653048,61.23973668949144,07/13/2016,,,125,Whitley_2018,tp
350,8,Lowland Wet Sedge Meadow,0,-165.48394119405702,61.239715637961716,07/13/2016,,,125,Whitley_2018,tp
351,8,Lowland Wet Sedge Meadow,0,-165.4839992872092,61.23968054309053,07/13/2016,,,125,Whitley_2018,tp
352,8,Lowland Wet Sedge Meadow,0,-165.48405738223286,61.239645457165004,07/13/2016,,,125,Whitley_2018,tp
353,8,Lowland Wet Sedge Meadow,0,-165.4841154752643,61.23961037122122,07/13/2016,,,125,Whitley_2018,tp
354,8,Lowland Wet Sedge Meadow,0,-165.48417357002924,61.23957528524588,07/13/2016,,,125,Whitley_2018,tp
355,8,Lowland Wet Sedge Meadow,0,-165.48423166280193,61.23954019925224,07/13/2016,,,125,Whitley_2018,tp
356,8,Lowland Wet Sedge Meadow,0,-165.4842897571701,61.23950510424977,07/13/2016,,,125,Whitley_2018,tp
357,8,Lowland Wet Sedge Meadow,0,-165.484347849684,61.23947001820628,07/13/2016,,,125,Whitley_2018,tp
358,8,Lowland Wet Sedge Meadow,0,-165.48440594393148,61.23943493213121,07/13/2016,,,125,Whitley_2018,tp
359,8,Lowland Wet Sedge Meadow,0,-165.48446403618667,61.23939984603787,07/13/2016,,,125,Whitley_2018,tp
360,8,Lowland Wet Sedge Meadow,0,-165.48452213017543,61.239364759912945,07/13/2016,,,125,Whitley_2018,tp
361,8,Lowland Wet Sedge Meadow,0,-165.48458022203377,61.23932966479251,07/13/2016,,,125,Whitley_2018,tp
362,8,Lowland Wet Sedge Meadow,0,-165.4846034591687,61.239315630326914,07/13/2016,,,125,Whitley_2018,tp
363,8,Lowland Wet Sedge Meadow,0,-165.48461507679698,61.23930861309595,07/13/2016,,,125,Whitley_2018,tp
364,8,Lowland Wet Sedge Meadow?,1,-165.48462669628293,61.23930159585734,07/13/2016,88.0,88.0,125,Whitley_2018,tp
365,8,Lowland Wet Sedge Meadow?,1,-165.4846383139009,61.23929457862438,07/13/2016,91.0,91.0,125,Whitley_2018,tp
366,8,Lowland Wet Sedge Meadow?,1,-165.4846499333765,61.23928756138377,07/13/2016,91.0,91.0,125,Whitley_2018,tp
367,8,Lowland Wet Sedge Meadow?,1,-165.48466155098407,61.23928054414883,07/13/2016,92.0,92.0,125,Whitley_2018,tp
368,8,Lowland Wet Sedge Meadow?,1,-165.48467317044935,61.23927352690623,07/13/2016,95.0,95.0,125,Whitley_2018,tp
369,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48468478804656,61.23926650966928,07/13/2016,93.0,93.0,125,Whitley_2018,tp
370,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4846964075015,61.23925949242467,07/13/2016,95.0,95.0,125,Whitley_2018,tp
371,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48470802508837,61.23925247518575,07/13/2016,90.0,90.0,125,Whitley_2018,tp
372,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48471964453293,61.23924545793916,07/13/2016,65.0,65.0,125,Whitley_2018,tp
373,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48473126210948,61.23923844069822,07/13/2016,41.0,41.0,125,Whitley_2018,tp
374,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4847428815437,61.239231423449645,07/13/2016,39.0,39.0,125,Whitley_2018,tp
375,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48475449910987,61.23922440620672,07/13/2016,37.0,37.0,125,Whitley_2018,tp
376,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48476611853374,61.239217388956156,07/13/2016,38.0,38.0,125,Whitley_2018,tp
377,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48477773608957,61.239210371711195,07/13/2016,38.0,38.0,125,Whitley_2018,tp
378,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4847893555031,61.239203354458645,07/13/2016,41.0,41.0,125,Whitley_2018,tp
379,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48480097304858,61.23919633721173,07/13/2016,90.0,90.0,125,Whitley_2018,tp
380,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48481259231357,61.239189310979896,07/13/2016,79.0,79.0,125,Whitley_2018,tp
381,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4848242098487,61.239182293731,07/13/2016,78.0,78.0,125,Whitley_2018,tp
382,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48483582924155,61.23917527647441,07/13/2016,99.0,99.0,125,Whitley_2018,tp
383,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4848474467663,61.239168259223526,07/13/2016,125.0,125.0,125,Whitley_2018,tp
384,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48485906614877,61.23916124196497,07/13/2016,125.0,125.0,125,Whitley_2018,tp
385,8,Lowland Moist Graminoid Sedge Meadow,0,-165.48487068366322,61.239154224712074,07/13/2016,,,125,Whitley_2018,tp
386,8,Lowland Moist Graminoid Sedge Meadow,0,-165.48488230303533,61.239147207451516,07/13/2016,,,125,Whitley_2018,tp
387,8,Thermoerosional gully,0,-165.4848939205394,61.239140190196636,07/13/2016,,,125,Whitley_2018,tp
388,8,Thermoerosional gully,0,-165.4849055399012,61.23913317293409,07/13/2016,,,125,Whitley_2018,tp
389,8,Thermoerosional gully,0,-165.48491715739493,61.23912615567722,07/13/2016,,,125,Whitley_2018,tp
390,8,Thermoerosional gully,0,-165.48492877674636,61.23911913841268,07/13/2016,,,125,Whitley_2018,tp
391,8,Thermoerosional gully,0,-165.48494039422977,61.239112121153795,07/13/2016,,,125,Whitley_2018,tp
392,8,Thermoerosional gully,0,-165.48495201357082,61.23910510388726,07/13/2016,,,125,Whitley_2018,tp
393,8,Thermoerosional gully,0,-165.48496363104388,61.239098086626406,07/13/2016,,,125,Whitley_2018,tp
394,8,Thermoerosional gully,0,-165.4849752503746,61.23909106935786,07/13/2016,,,125,Whitley_2018,tp
395,8,Thermoerosional gully,0,-165.48498686783728,61.239084052095,07/13/2016,,,125,Whitley_2018,tp
396,8,Thermoerosional gully,0,-165.48499848715764,61.23907703482449,07/13/2016,,,125,Whitley_2018,tp
397,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48501010460998,61.239070017559634,07/13/2016,125.0,125.0,125,Whitley_2018,tp
398,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48502172392003,61.2390630002871,07/13/2016,40.0,40.0,125,Whitley_2018,tp
399,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48503334136203,61.239055983020265,07/13/2016,40.0,40.0,125,Whitley_2018,tp
400,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4850449606617,61.23904896574576,07/13/2016,40.0,40.0,125,Whitley_2018,tp
401,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48505657809335,61.23904194847691,07/13/2016,32.0,32.0,125,Whitley_2018,tp
402,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48506819738267,61.239034931200386,07/13/2016,31.0,31.0,125,Whitley_2018,tp
403,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48507981480398,61.239027913929554,07/13/2016,36.0,36.0,125,Whitley_2018,tp
404,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4850914339447,61.23902088767378,07/13/2016,38.0,38.0,125,Whitley_2018,tp
405,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48510305135565,61.23901387040096,07/13/2016,36.0,36.0,125,Whitley_2018,tp
406,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48511467062426,61.23900685312047,07/13/2016,37.0,37.0,125,Whitley_2018,tp
407,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48512628802484,61.238999835845654,07/13/2016,34.0,34.0,125,Whitley_2018,tp
408,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48513790728313,61.238992818563155,07/13/2016,31.0,31.0,125,Whitley_2018,tp
409,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48514952467337,61.23898580128634,07/13/2016,33.0,33.0,125,Whitley_2018,tp
410,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48516114392132,61.238978784001866,07/13/2016,32.0,32.0,125,Whitley_2018,tp
411,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48517276130121,61.23897176672303,07/13/2016,32.0,32.0,125,Whitley_2018,tp
412,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48518438053878,61.238964749436576,07/13/2016,37.0,37.0,125,Whitley_2018,tp
