Site,Date,Sample_ID,Latitude,Longitude,Elevation,Thaw_Depth,Soil_Moisture,Veg_Height,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0229,64.73685049,-165.963121,200.135,60,48.4,40,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0230,64.7370867,-165.9632937,204.933,70,51.3,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0231,64.73729859,-165.9636873,209.853,63,47.3,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0232,64.73750805,-165.9641358,214.788,62,47.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0233,64.7377167,-165.9644563,218.229,65,43.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0234,64.73811848,-165.9650985,224.146,75,45.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0235,64.73840647,-165.9655813,228.498,89,46.8,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0236,64.73872496,-165.9660142,232.631,95,50,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0237,64.73901526,-165.9662461,235.315,84,43.6,40,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0238,64.73937523,-165.9664286,238.988,64,47.1,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0239,64.73972798,-165.9667137,242.391,65,51.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0240,64.74011913,-165.967221,246.098,59,53.1,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0241,64.74039209,-165.967951,249.096,58,52.1,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0242,64.74087229,-165.9687347,252.993,65,54.1,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0243,64.74118158,-165.969436,255.956,100,54.9,20,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0244,64.74147097,-165.9699317,258.252,36,54.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0245,64.74182012,-165.9701694,259.24,65,71.3,20,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0246,64.7421798,-165.9705045,261.276,30,58.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0247,64.74248894,-165.9711155,261.832,74,62.5,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0248,64.74274772,-165.9715719,263.62,30,58.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0249,64.74290399,-165.9716757,263.228,85,86.3,40,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0250,64.74337025,-165.9721711,264.512,35,55.6,20,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0251,64.74365244,-165.972507,264.929,80,67.9,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0252,64.7454589,-165.9699714,270.43,74,45.6,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0253,64.74545055,-165.9692856,269.762,69,85.5,20,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0254,64.7452953,-165.9684605,269.417,71,62.2,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0255,64.74519762,-165.967844,269.549,37,54.8,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0256,64.74487667,-165.9672966,266.823,90,91.9,40,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0257,64.74426571,-165.967377,265.897,20,57.1,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0258,64.74380415,-165.9675789,263.843,44,62.5,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0259,64.7433488,-165.9672467,261.002,100,80.9,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0260,64.74309605,-165.9674103,260.949,37,53.3,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0261,64.7428295,-165.9673145,259.751,42,66.1,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0262,64.74242871,-165.9671147,257.088,72,70.1,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0263,64.74210358,-165.9670555,255.605,72,66.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0264,64.74172945,-165.9668876,253.849,78,52.4,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0265,64.74128464,-165.9662515,250.801,49,51.7,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0266,64.74116492,-165.9655573,248.52,80,51.9,50,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0267,64.74087916,-165.9653179,246.153,69,50.5,40,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0268,64.74053036,-165.9644921,242.507,71,49.8,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0269,64.74014792,-165.9637573,237.507,79,54.4,80,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0270,64.73973583,-165.9635381,234.694,72,45.5,90,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0271,64.7395016,-165.96235,229.365,60,56.7,60,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0272,64.73938702,-165.9617721,227.128,72,47.6,60,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0273,64.73883854,-165.9605467,218.052,60,42.9,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0274,64.73814538,-165.9600136,209.821,87,48.1,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0275,64.73743712,-165.959382,199.087,65,44,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0276,64.7367514,-165.9585562,186.952,81,51.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0277,64.73617192,-165.9580321,179.432,67,30.3,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0278,64.73591382,-165.9577503,175.576,74,50,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0279,64.7352951,-165.9569964,166.365,75,47.3,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0280,64.73507335,-165.9565212,161.861,120,62,30,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0281,64.73488698,-165.9562864,160.525,64,40.6,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0282,64.73429906,-165.9562145,151.289,95,43.4,150,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0283,64.73412004,-165.955199,150.522,66,51,150,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0284,64.73366576,-165.9546061,145.027,88,52.5,200,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0285,64.73335682,-165.9539177,141.363,78,52.4,50,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0286,64.7327986,-165.9529364,133.629,81,43.9,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0287,64.73211942,-165.9522656,123.098,90,46.7,15,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0288,64.73170107,-165.9510693,119.726,100,49.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0289,64.73096019,-165.950126,110.956,79,51.2,70,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0290,64.73078133,-165.9495897,107.611,120,60.5,90,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0291,64.7298635,-165.9493815,98.93,83,35.9,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0292,64.72939355,-165.9485879,94.198,83,44,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0293,64.72870005,-165.9477427,88.356,120,30,5,,,,,,,,,,,,,,,,
Teller_MM27,20220721,TTHAW0294,64.72816653,-165.9472738,83.339,78,45,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0295,64.72709377,-165.9450021,75.531,110,47.8,170,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0296,64.72681015,-165.9441898,77.668,85,58.7,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0297,64.72643134,-165.9433039,76.974,64,51.6,120,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0298,64.72645381,-165.9425493,77.216,90,75.5,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0299,64.7257648,-165.9423049,73.918,78,47.1,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0300,64.72566854,-165.9415894,73.853,37,70.3,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0301,64.72525963,-165.9415441,72.015,44,52.4,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0302,64.72741084,-165.9408701,81.04,40,63.1,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0303,64.72758358,-165.9411246,81.872,32,62,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0304,64.72777657,-165.9414168,82.855,33,69.5,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0305,64.72799757,-165.9418631,83.017,84,60.2,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0306,64.72811961,-165.9421301,83.43,41,54.3,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0307,64.72831304,-165.942353,83.211,51,63.3,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0308,64.72862169,-165.9426223,85.856,45,63.1,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0309,64.72880183,-165.9429836,88.507,31,42.6,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0310,64.72895324,-165.9432859,89.634,55,75.9,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0311,64.72912734,-165.9433191,91.035,24,52.5,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0312,64.72941998,-165.9435204,92.029,85,82.7,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0313,64.72970861,-165.9441725,93.922,40,77,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0314,64.7298662,-165.9443316,95.565,28,53.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0315,64.73013086,-165.9447191,96.419,86,65.3,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0316,64.73042592,-165.9455897,98.841,64,75.5,100,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0317,64.73060487,-165.9460398,100.631,120,86.6,110,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0318,64.73083556,-165.9459792,101.762,95,82,150,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0319,64.73110601,-165.9464087,104.57,110,81,80,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0320,64.73141939,-165.9473666,109.215,82,73,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0321,64.73173613,-165.9473569,112.355,81,67.1,60,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0322,64.73207712,-165.9482075,117.961,100,72,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0323,64.7326013,-165.9485289,123.592,67,50.9,70,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0324,64.73293977,-165.9494145,128.291,72,46.5,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0325,64.73323705,-165.9496607,132.211,76,52.6,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0326,64.73346092,-165.9492932,133.921,64,50.4,250,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0327,64.73365666,-165.9497467,137.089,71,50.9,200,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0328,64.73392359,-165.949765,140.699,88,46.7,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0329,64.73418552,-165.950118,144.063,89,52.8,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0330,64.7345421,-165.951246,149.595,68,49.4,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0331,64.73479763,-165.9509321,151.636,82,50.9,210,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0332,64.73496602,-165.9521394,155.854,60,45.3,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0333,64.7351863,-165.9517705,158.679,81,44.6,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0334,64.73564482,-165.9521989,164.536,95,50.3,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0335,64.73596109,-165.9526968,168.953,73,42.5,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0336,64.736222,-165.9529913,171.509,72,49.5,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0337,64.73653174,-165.9531418,175.906,89,40.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0338,64.73671243,-165.9547437,181.365,84,46.9,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0339,64.73692888,-165.9550323,184.416,70,49.6,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0340,64.73717023,-165.9552609,187.38,71,51.4,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0341,64.73741029,-165.9554032,190.575,85,51.3,5,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0342,64.73767924,-165.955597,194.221,86,49.5,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0343,64.7379283,-165.9557787,196.966,85,50.1,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0344,64.7381697,-165.9559996,200.022,87,51.4,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0345,64.7386772,-165.9567455,207.866,47,65.7,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0346,64.73890551,-165.9570772,210.606,58,57,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0347,64.73926064,-165.957489,213.887,75,52.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0348,64.73972224,-165.958259,220.917,45,51.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0349,64.74012009,-165.958565,223.776,82,35.2,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0350,64.7404843,-165.9589344,228.932,82,41.7,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0351,64.74073623,-165.9591826,230.553,79,50.2,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0352,64.74095249,-165.959313,233.124,120,52.5,55,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0353,64.74119786,-165.9599324,235.844,85,42.2,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0354,64.74140167,-165.9605328,238.175,120,65.9,55,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0355,64.74167714,-165.9616211,241.886,120,44.2,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0356,64.74210955,-165.9622594,244.865,52,42.5,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0357,64.74254901,-165.9627406,250.357,120,48.2,70,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0358,64.74290694,-165.9630474,253.174,40,50.5,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0359,64.74306036,-165.9631863,253.446,52,53.3,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0360,64.74331778,-165.9640358,257.044,35,50.8,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0361,64.74365711,-165.9645498,258.58,81,63.5,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0362,64.74397632,-165.9645448,260.831,50,51.4,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0363,64.74433828,-165.9650892,262.152,100,84.2,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0364,64.74474666,-165.9653571,265.3,30,50.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0365,64.74517822,-165.965948,268.002,28,38.4,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0366,64.74533138,-165.9662222,267.916,59,74.9,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0367,64.74604495,-165.9636562,269.305,26,56.7,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0368,64.74579334,-165.963151,266.942,63,61.2,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0369,64.745557,-165.9630191,266.175,40,50.7,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0370,64.74528562,-165.9627254,262.743,83,64.2,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0371,64.74487533,-165.9625131,261.004,86,50.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0372,64.74446681,-165.9618147,258.67,30,52.5,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0373,64.74434685,-165.9614364,256.375,71,80.9,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0374,64.74413981,-165.9613268,255.84,25,57.5,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0375,64.74378931,-165.9610426,253.471,45,65.6,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0376,64.74326234,-165.960623,249.381,58,70.1,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0377,64.74300147,-165.9601973,247.329,50,43.2,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0378,64.74265596,-165.9595126,241.879,59,43.6,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0379,64.74222378,-165.9585383,238.171,120,32.5,0,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0380,64.74195327,-165.9571623,233.096,94,40.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0381,64.74153259,-165.9560429,226.273,120,48.9,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0382,64.74112538,-165.9556477,223.46,95,52.6,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0383,64.7406863,-165.9551224,220.642,83,54.5,80,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0384,64.7404257,-165.954985,219.228,87,48.9,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0385,64.7402357,-165.9545048,215.587,60,50.4,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0386,64.73988565,-165.9536109,211.664,64,46.3,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0387,64.73952372,-165.9528939,207.172,61,55.2,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0388,64.73896149,-165.9524074,201.066,62,58.5,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0389,64.73866992,-165.9521144,197.693,95,62.1,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0390,64.73834274,-165.9522132,194.713,75,51.7,160,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0391,64.73798979,-165.9518039,190.559,120,50.4,90,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0392,64.73787596,-165.9514424,188.479,69,53.9,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0393,64.7376417,-165.9513784,185.484,59,55.8,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0394,64.73712525,-165.9509207,179.121,110,69.9,20,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0395,64.73680772,-165.9505,174.802,89,57.5,110,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0396,64.73634495,-165.9501581,169.232,48,62.2,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0397,64.73596681,-165.9499202,163.502,49,66.1,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0398,64.73535993,-165.9494343,154.68,77,74.6,130,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0399,64.7350412,-165.9478264,147.477,55,64.8,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0400,64.73439064,-165.9471707,140.177,39,60.3,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0401,64.73404935,-165.9469416,134.312,74,60.6,170,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0402,64.73377058,-165.9464844,131.008,60,70.8,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0403,64.73326929,-165.9449087,122.984,35,62.1,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0404,64.73312393,-165.9443914,118.469,75,68.8,200,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0405,64.73294707,-165.9442429,116.368,69,55.7,100,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0406,64.7327338,-165.9439415,114.253,71,60.4,130,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0407,64.73223884,-165.943599,109.503,79,53.7,200,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0408,64.73187422,-165.9432154,106.144,40,64.7,25,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0409,64.73170953,-165.9428639,104.33,30,72.7,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0410,64.73159098,-165.9427137,104.325,25,55.3,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0411,64.73112687,-165.9422125,100.004,95,76.4,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0412,64.73076686,-165.9419323,97.951,26,56.7,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0413,64.73030367,-165.9415094,94.282,39,76.1,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0414,64.7301252,-165.9413449,93.401,85,84.1,35,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0415,64.72989652,-165.9411191,92.78,35,49.8,5,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0416,64.72964852,-165.9409591,90.667,100,81.2,30,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0417,64.72940151,-165.9407339,89.878,30,54.4,15,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0418,64.72918674,-165.9403335,87.814,94,71.7,40,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0419,64.72911549,-165.9401823,88.145,31,50.1,10,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0420,64.72987615,-165.941112,92.616,30,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0421,64.72986959,-165.9411623,92.737,38,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0422,64.72986605,-165.941223,91.71,72,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0423,64.72986257,-165.941275,91.775,105,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0424,64.72985631,-165.9413279,91.794,68,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0425,64.72985456,-165.9413782,91.842,36,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0426,64.72985179,-165.941426,91.744,50,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0427,64.72984921,-165.9414804,91.829,91,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0428,64.72984321,-165.9415222,91.956,43,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0429,64.72983569,-165.941558,92.426,24,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0430,64.72982885,-165.9416053,92.273,36,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0431,64.72982331,-165.9416729,92.277,62,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0432,64.72981816,-165.9417241,92.27,65,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0433,64.72981146,-165.9417731,92.39,52,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0434,64.72980363,-165.9418319,92.515,28,-9999,-9999,,,,,,,,,,,,,,,,
Teller_MM27,20220722,TTHAW0435,64.72979655,-165.9418741,92.825,23,-9999,-9999,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
